,Label,mean_1,mean_2,mean_3,mean_4,median_1,median_2,median_3,median_4,sd_1,sd_2,sd_3,sd_4,min_1,min_2,min_3,min_4,max_1,max_2,max_3,max_4
6179,run,32475.25121,27039.93091,31174.02303,32475.25121,31561,26154,33060,31561,8247.925139,12324.93606,12004.68528,8247.925139,20417,63,62,20417,62788,64108,58556,62788
6180,lateral-shuffle-right,28476.85323,30695.83354,29678.13665,28476.85323,28519,28449,30296,28519,11842.87862,20696.86761,19189.29446,11842.87862,64,62,62,64,55552,65416,65424,55552
6181,stair-up,29980.07914,28775.51213,30174.63163,29980.07914,32750,29861,31223,32750,11256.272,8144.301483,10293.22187,11256.272,62,68,63,62,65412,49000,65412,65412
6182,sit-to-stand,29601.92884,29800.84673,28442.64299,29601.92884,29320,29750,28146,29320,1088.93522,2803.495257,2255.457839,1088.93522,27884,15961,15961,27884,31989,34388,33060,31989
6183,sit-to-stand,29629.04091,29204.39909,29031.63719,29629.04091,29760,28472,28801,29760,3082.231266,3011.009875,1665.700843,3082.231266,22329,18703,26212,22329,36768,35940,32168,36768
6184,lateral-shuffle-right,30130.07703,30938.48531,31372.95245,30130.07703,33452,30440,30025,33452,11310.87109,21732.53678,19111.29501,11310.87109,61,63,62,61,49692,65416,65423,49692
6185,v-cut-right-Rfirst,29194.90072,34889.4955,29247.25766,29194.90072,29344,29348,31560,29344,2146.830546,11153.28227,14550.14379,2146.830546,22504,20865,63,22504,34264,54098,65420,34264
6186,jump-one-leg,29159.94207,34575.75628,24086.22111,29159.94207,30724,34624,20888,30724,4928.131138,6678.847425,20143.99329,4928.131138,12876,14457,64,12876,34804,46560,65420,34804
6187,curve-right-spin-Rfirst,37835.59884,32008.47826,28561.49855,37835.59884,32192,32004,28776,32192,12363.14691,20464.32055,3116.739093,12363.14691,26466,63,17547,26466,65420,65417,34340,65420
6188,stand,29354.26238,29147.72346,29229.0963,29354.26238,28984,28841,28872,28984,1021.231274,1010.494724,946.3750084,1021.231274,28113,27900,28032,28113,31328,31072,30972,31328
6189,curve-right-spin-Lfirst,28539.18863,36673.62887,42680.37113,28539.18863,28508,37445,36180,28508,1093.677993,3844.331089,15228.78319,1093.677993,26836,29056,9302,26836,30548,42473,65421,30548
6190,stair-down,30174.06599,29471.27303,28400.91378,30174.06599,29722,29732,29204,29722,4540.583126,9133.370792,10580.79169,4540.583126,19554,7469,64,19554,45872,51756,63428,45872
6191,curve-right-step,30101.59716,28836.75,29371.34929,30101.59716,29320,29443,30865,29320,3482.055576,9624.167485,10439.00435,3482.055576,24867,64,63,24867,48128,51054,60229,48128
6192,curve-right-spin-Rfirst,38341.77582,26351.91206,27711.98492,38341.77582,32173,21405,27656,32173,13519.86335,16941.6591,4843.294376,13519.86335,26960,63,19081,26960,65424,65413,39905,65424
6193,walk,30821.40432,30365.11614,29966.19116,30821.40432,31789,32360,31168,31789,4661.968853,11736.1197,7892.363537,4661.968853,13774,62,64,13774,38776,60772,48704,38776
6194,v-cut-left-Lfirst,28738.60119,29802.51089,28162.23168,28738.60119,28740,30620,28655,28740,1681.845585,4973.783187,11798.59612,1681.845585,25956,16450,70,25956,32844,38164,50992,32844
6195,jump-two-leg,28582.27083,35166.97143,21495.01818,28582.27083,28763,30560,18436,28763,3113.093433,11967.86319,16136.27955,3113.093433,22050,23324,65,22050,37764,65432,65412,37764
6196,stair-up,30169.36029,29119.22612,29458.98776,30169.36029,30468,30856,30692,30468,5120.552171,10889.79833,10091.44263,5120.552171,8744,65,65,8744,38520,65412,65420,38520
6197,v-cut-left-Lfirst,25188.8697,29707.31118,30111.53474,25188.8697,24844,30132,33431,24844,1740.994808,2576.303069,13011.1238,1740.994808,22359,22952,65,22359,30396,33583,48761,30396
6198,walk,28517.84174,31671.84307,28392.71478,28517.84174,30169,32840,29322,30169,6287.122412,8887.53767,9592.480222,6287.122412,67,63,63,67,38880,65428,65392,38880
6199,curve-right-spin-Rfirst,30684.15561,40100.76081,23626.88295,30684.15561,29636,41546,26472,29636,2972.789453,21327.39994,9011.795505,2972.789453,27262,65,64,27262,39782,65426,33697,39782
6200,run,30157.16631,29279.2701,29956.12326,30157.16631,29935,30976,30516,29935,3834.26825,14177.00163,15185.62884,3834.26825,23368,62,62,23368,44653,65416,65417,44653
6201,sit-to-stand,29141.0828,30421.40317,26925.80952,29141.0828,28936,30484,26990,28936,1059.521385,1568.163165,3165.300797,1059.521385,27686,27772,12482,27686,32122,34000,32448,32122
6202,sit,29135.13947,29250.84514,29172.67979,29135.13947,28712,28884,28908,28712,942.1058397,959.3641149,923.3739975,942.1058397,28138,28169,28098,28138,30904,31404,30808,30904
6203,run,31079.92291,29639.04171,30665.46952,31079.92291,29573,30016,32572,29573,5916.00755,11299.41844,11595.77975,5916.00755,23201,62,63,23201,57156,65424,65420,57156
6204,curve-left-spin-Lfirst,26744.83149,28928.52342,19382.12948,26744.83149,25226,28348,14346,25226,3066.447947,4384.982796,14917.2371,3066.447947,23412,15976,64,23412,33107,37973,45360,33107
6205,lateral-shuffle-right,30983.58886,29277.78496,31028.8,30983.58886,30325,28157,29674,30325,7372.615285,20583.70638,21452.89801,7372.615285,7613,62,62,7613,48649,65424,65420,48649
6206,sit-to-stand,29854.79167,28560.29314,28947.97921,29854.79167,29310,28544,29377,29310,1982.054252,3315.177697,2140.153913,1982.054252,26898,16048,23954,26898,36349,35828,32484,36349
6207,v-cut-right-Rfirst,28376.94074,33729.20887,29817.37153,28376.94074,28848,33557,28004,28848,2618.053524,19094.64845,7027.419849,2618.053524,19844,63,17549,19844,31681,61800,46696,31681
6208,curve-right-spin-Rfirst,29998.29189,45147.61186,19324.25337,29998.29189,28649,49216,19104,28649,4901.647965,19202.44344,7929.5343,4901.647965,24800,15106,72,24800,45780,65432,31868,45780
6209,lateral-shuffle-left,33705.15134,27813.37853,30223.32203,33705.15134,31937,27032,29402,31937,7046.56446,21601.94364,18381.80495,7046.56446,27431,61,61,27431,64304,65428,65422,64304
6210,curve-left-spin-Lfirst,28084.67033,27804.43836,18426.06849,28084.67033,28052,27680,21901,28052,1498.349018,2988.275142,13693.85179,1498.349018,24888,22484,63,24888,30932,34520,38976,30932
6211,lateral-shuffle-right,28300.67012,31323.27254,29720.00829,28300.67012,31074,30361,28216,31074,13391.72096,20781.98335,20634.9028,13391.72096,1775,62,62,1775,65416,65416,65424,65416
6212,curve-right-spin-Rfirst,31967.01015,40823.59494,23643.22025,31967.01015,29628,41950,25655,29628,5127.559016,16189.50435,7396.770685,5127.559016,26820,64,64,26820,50054,62208,31656,50054
6213,curve-right-spin-Rfirst,29235.81638,45888.45352,20476.4338,29235.81638,29079,41184,22883,29079,1489.538251,14434.23549,8294.21339,1489.538251,27387,20729,64,27387,35765,65423,32292,35765
6214,stand,29442.89908,29243.57012,29259.9939,29442.89908,29204,29064,28920,29204,938.3504971,963.5477837,943.1187672,938.3504971,28212,28048,28100,28212,31112,30876,31006,31112
6215,lateral-shuffle-right,28741.1922,30015.61616,29395.68975,28741.1922,29348,28514,28589,29348,10539.4363,20099.80794,18569.06378,10539.4363,4698,62,63,4698,52132,65421,65424,52132
6216,v-cut-left-Rfirst,28772.95283,25989.36347,34057.68362,28772.95283,28738,27458,35047,28738,1368.565255,8959.212508,12438.78481,1368.565255,25616,66,63,25616,32700,41492,65408,32700
6217,curve-left-step,28747.21388,29346.70845,29316.22602,28747.21388,29172,29760,30764,29172,2844.955918,8144.658095,7650.248382,2844.955918,19296,65,64,19296,37184,58448,45684,37184
6218,curve-right-spin-Lfirst,28706.02975,35811.29224,38774.22831,28706.02975,28241,36498,37641,28241,2374.476651,2808.445041,7944.522763,2374.476651,24622,29432,25076,24622,35023,39755,59757,35023
6219,lateral-shuffle-right,29301.31554,30739.49373,30108.99687,29301.31554,29588,27337,31500,29588,10780.11119,21065.5156,18899.19195,10780.11119,64,62,61,64,50156,65424,65416,50156
6220,run,30661.07033,29641.39627,30902.54446,30661.07033,30008,27972,31969,30008,5094.646852,12991.07538,15328.13797,5094.646852,20837,61,63,20837,46332,65419,65417,46332
6221,walk,30117.80853,29620.08087,29818.57049,30117.80853,31293,30353,31359,31293,3836.622836,8925.640027,9550.860647,3836.622836,14773,63,64,14773,37164,56804,50761,37164
6222,run,29498.36264,31912.26784,29052.25247,29498.36264,29349,33236,30210,29349,6403.183266,12825.16952,12569.58641,6403.183266,9703,61,63,9703,44696,61880,65416,44696
6223,curve-right-spin-Rfirst,33560.28767,40862.157,22632.16041,33560.28767,29684,39106,26696,29684,8105.227684,20992.31838,11062.94933,8105.227684,25972,11054,62,25972,58184,65428,42364,58184
6224,sit,29166.59259,29657.52349,29259.07383,29166.59259,28856,29934,29001,28856,918.2602596,992.4248105,874.1589366,918.2602596,28206,28140,28156,28206,31013,31020,30829,31013
6225,curve-right-step,31640.83951,28176.94802,29437.08546,31640.83951,30620,29824,29985,30620,5058.193761,7950.577835,7459.016364,5058.193761,23685,62,3374,23685,54680,45224,52677,54680
6226,jump-two-leg,29174.49709,33971.56812,24917.5942,29174.49709,29717,31076,22750,29717,4871.276149,10436.04198,17648.24381,4871.276149,20900,21729,61,20900,39341,65420,65413,39341
6227,lateral-shuffle-left,31316.65205,29626.37288,30487.64124,31316.65205,31792,31383,32569,31792,4606.206586,19476.16143,18958.67754,4606.206586,15890,61,62,15890,42633,65417,65424,42633
6228,jump-one-leg,28046.59401,30896.40217,32669.70109,28046.59401,28489,29788,36394,28489,4582.928735,3631.091611,14867.49951,4582.928735,17053,25493,66,17053,36849,38996,56513,36849
6229,stair-up,29665.5531,29307.16553,29655.8438,29665.5531,30577,30794,28796,30577,5237.963507,11296.97609,9791.429253,5237.963507,11371,63,63,11371,39576,65420,65424,39576
6230,stair-up,28944.98115,29619.08647,29647.78425,28944.98115,30189,30473,30641,30189,7033.600698,10113.29798,9686.751983,7033.600698,63,62,64,63,65416,65420,65409,65416
6231,v-cut-right-Rfirst,29598,34263.7828,27605.06452,29598,29368,34184,27104,29368,1708.894436,14480.21492,16089.35247,1708.894436,24346,65,64,24346,33192,61032,65423,33192
6232,v-cut-right-Lfirst,29712.35398,29637.5585,32212.50331,29712.35398,29462,26980,28432,29462,2270.903044,7646.987185,19585.01403,2270.903044,26112,18609,62,26112,34648,47464,65428,34648
6233,stand,29200.81385,29029.54428,29197.14903,29200.81385,28724,28704,28860,28724,972.4693862,805.3667268,888.7904163,972.4693862,27936,28180,28064,27936,31012,30752,30987,31012
6234,v-cut-right-Lfirst,29407.74843,28524.341,31612.85356,29407.74843,29356,26860,25969,29356,2243.842605,5629.318536,18618.36507,2243.842605,23905,20076,63,23905,34550,39789,65420,34550
6235,v-cut-right-Rfirst,28556.11579,34098.53806,28249.71654,28556.11579,29221,37856,29204,29221,3202.380231,22880.07179,8910.902663,3202.380231,22212,64,5674,22212,34592,65420,49389,34592
6236,v-cut-left-Rfirst,30197.67551,21978.38697,32577.21385,30197.67551,30146,25708,32901,30146,1331.522604,11135.42891,11823.76142,1331.522604,28076,1525,64,28076,33112,38031,54688,33112
6237,jump-one-leg,27503.40314,33833.53003,26865.30026,27503.40314,27725,33300,31505,27725,6687.552656,13022.2382,20213.00373,6687.552656,13301,64,63,13301,47998,65420,65429,47998
6238,stand-to-sit,30144.03889,28892.39556,29763.55453,30144.03889,29942,29308,29450,29942,1685.266575,3051.329125,1354.065117,1685.266575,25604,20283,27338,25604,34076,33620,33146,34076
6239,stair-up,30533.08187,29320.41284,29302.62997,30533.08187,30959,29894,30252,30959,7321.325486,10306.70482,9369.521087,7321.325486,67,63,62,67,47616,65420,65416,47616
6240,curve-left-step,28375.78096,29927.60123,29055.81595,28375.78096,29033,29977,28816,29033,2609.106513,9783.642045,7127.078789,2609.106513,18474,66,2317,18474,33199,56524,42472,33199
6241,sit,29506.06226,29216.53876,29074.89147,29506.06226,29696,28766,28798,29696,1002.771174,885.980413,847.74152,1002.771174,28192,28192,28178,28192,30976,30956,30956,30976
6242,stand-to-sit,29096.6067,29171.63908,29800.1162,29096.6067,28901,28968,29869,28901,1038.783149,2028.215852,2730.79164,1038.783149,26828,25268,18980,26828,31256,33964,35233,31256
6243,walk,30340.86425,29316.65763,29625.0678,30340.86425,30892,30884,31285,30892,4460.030262,8514.907637,11540.87334,4460.030262,13112,63,63,13112,40124,52585,56288,40124
6244,curve-right-spin-Lfirst,31976.5602,34774.74755,34185.39706,31976.5602,29484,35380,34964,29484,6804.215469,3468.603199,13887.29974,6804.215469,25024,28944,5553,25024,47724,45544,61840,47724
6245,stair-down,29270.81525,29079.66638,29555.22693,29270.81525,27982,30080,31932,27982,5669.875426,12632.37492,11382.71437,5669.875426,20988,66,63,20988,49253,60248,52500,49253
6246,curve-right-spin-Rfirst,38827.26801,37509.31322,21550.13218,38827.26801,31980,35584,25516,31980,12776.42797,13210.61888,9907.439546,12776.42797,27324,65,62,27324,65416,65416,32504,65416
6247,jump-two-leg,29645.71569,29260.9589,29048.93151,29645.71569,29744,28173,21485,29744,2321.398342,4031.352247,20870.9256,2321.398342,23234,23996,63,23234,34435,50800,65420,34435
6248,curve-right-spin-Lfirst,28368.03876,35141.60825,42873.70619,28368.03876,28325,35136,39442,28325,1651.450143,1597.151209,9694.096746,1651.450143,25232,30040,26940,25232,32938,37788,61440,32938
6249,curve-right-spin-Lfirst,28003.36818,35417.62132,41140.72789,28003.36818,27556,37324,41765,27556,3064.153869,5232.705757,7596.917921,3064.153869,23433,26260,24751,23433,36334,45132,57020,36334
6250,curve-left-step,27464.36821,30883.62412,30372.21206,27464.36821,27379,30697,30429,27379,6034.417544,8477.370077,7625.800725,6034.417544,14326,64,63,14326,41109,57391,48728,41109
6251,v-cut-right-Lfirst,28297.97092,31362.66295,32547.00893,28297.97092,28605,30237,33592,28605,2156.092677,8090.353672,17920.1029,2156.092677,23417,20033,62,23417,32348,52414,65416,32348
6252,run,29107.98587,29333.52877,31306.31596,29107.98587,29011,29385,30464,29011,2552.059658,12549.7675,12379.31266,2552.059658,23260,61,62,23260,37009,65420,65416,37009
6253,curve-right-spin-Lfirst,29465.55696,33748.08421,39575.43158,29465.55696,28568,34104,43276,28568,3196.567248,4472.00447,11683.23726,3196.567248,25468,26176,9583,25468,40164,42804,57672,40164
6254,jump-two-leg,28328.86737,27570.13228,29905.18519,28328.86737,27717,26180,32056,27717,5061.538603,5376.825354,17049.67095,5061.538603,18648,20094,63,18648,37348,45824,61727,37348
6255,curve-left-step,27908.98728,30499.03715,28723.05963,27908.98728,28468,30980,30027,28468,3449.843517,6898.038817,7190.719404,3449.843517,14686,65,63,14686,33693,47584,38649,33693
6256,curve-left-spin-Lfirst,28600.65782,26975.04762,18324.0582,28600.65782,28672,26821,17856,28672,1349.790197,2678.361582,8443.268474,1349.790197,26042,23017,530,26042,32018,32380,32110,32018
6257,curve-right-spin-Lfirst,28435.78711,34242.21442,37429.32554,28435.78711,28346,33372,33973,28346,1093.697007,4777.201995,10893.64491,1093.697007,26565,27517,12668,26565,30624,45692,55060,30624
6258,lateral-shuffle-right,30560.2409,29712.54386,31265.54386,30560.2409,31644,26581,32561,31644,10213.62586,20757.5091,16383.64144,10213.62586,64,62,63,64,51716,65416,65296,51716
6259,v-cut-left-Lfirst,28704.36324,28730.20961,29946.51965,28704.36324,28964,27768,30072,28964,1209.154643,3364.525471,10390.26388,1209.154643,26724,22337,1250,26724,31542,36029,49964,31542
6260,v-cut-left-Lfirst,31116.457,31271.56373,25018.22549,31116.457,30928,30300,25136,30928,2448.689601,4563.530066,12446.02516,2448.689601,26733,23648,65,26733,36640,39708,48805,36640
6261,curve-left-spin-Rfirst,17508.07418,25264.21918,37532.6411,17508.07418,18657,21245,37073,18657,11136.8666,14197.73319,3061.391788,11136.8666,1433,3836,33335,1433,32025,52360,49306,32025
6262,curve-right-spin-Rfirst,29205.2619,37881.07343,24270.74514,29205.2619,29068,37820,26030,29068,1737.421248,21863.35906,9718.601475,1737.421248,26368,65,65,26368,34798,65424,38609,34798
6263,curve-right-spin-Lfirst,28587.47137,34927.7011,41257.81538,28587.47137,28026,35813,39076,28026,2141.731012,3449.956576,10176.17876,2141.731012,25358,28872,27428,25358,34880,41505,59785,34880
6264,v-cut-left-Rfirst,29933.73221,23711.94206,31298.57944,29933.73221,29672,28326,33913,29672,1712.777142,10530.93404,16228.41548,1712.777142,27904,65,63,27904,35468,36613,65420,35468
6265,lateral-shuffle-right,31894.8231,29830.59632,29722.96687,31894.8231,32448,24702,27845,32448,13054.53911,22599.57392,17918.68445,13054.53911,62,62,64,62,65420,65412,65420,65420
6266,stand-to-sit,29725.18542,28365.52807,29527.77131,29725.18542,29587,28828,30065,29587,1970.743926,2982.098894,2590.532255,1970.743926,25252,13689,24204,25252,34524,34303,34368,34524
6267,stair-down,30682.17909,28792.50771,29569.91267,30682.17909,29472,28653,30025,29472,4373.674514,7489.381934,8861.959199,4373.674514,23875,946,64,23875,49369,52624,54192,49369
6268,lateral-shuffle-left,34826.62295,28342.3617,28364.42881,34826.62295,31515,35524,30009,31515,9847.676654,20882.43826,22194.29113,9847.676654,14722,62,64,14722,65416,65413,65404,65416
6269,lateral-shuffle-left,30690.84615,30095.38808,29382.99868,30690.84615,31388,31836,33392,31388,4637.275286,20368.41695,18280.45281,4637.275286,21488,62,63,21488,39270,65416,65412,39270
6270,sit-to-stand,29712.43665,28686.9526,29225.02032,29712.43665,29712,28929,29345,29712,1354.499545,2278.576214,2367.293041,1354.499545,27344,18510,25376,27344,33161,32676,34046,33161
6271,v-cut-left-Lfirst,28266.49669,29255.9571,32268.05281,28266.49669,27988,30048,32498,27988,1448.989406,5901.34267,8762.295261,1448.989406,26477,16924,10133,26477,32365,39552,56424,32365
6272,v-cut-left-Lfirst,27908.38079,27893.29703,29886.54125,27908.38079,28039,27342,29874,28039,1924.325736,4442.622333,7885.1992,1924.325736,24425,19258,11334,24425,32240,35033,54798,32240
6273,sit,29850.53425,29387.74403,29079.38567,29850.53425,30216,29088,28848,30216,885.4969961,1015.249557,837.9327658,885.4969961,28269,28208,28117,28269,30836,30973,30877,30836
6274,run,31176.50632,28653.56467,30035.45426,31176.50632,29677,33180,32390,29677,5896.760281,13612.90244,13253.79948,5896.760281,23322,64,61,23322,53710,56129,65432,53710
6275,sit-to-stand,29135.8213,29213.65766,29177.12613,29135.8213,28908,29494,28702,28908,879.4301966,3361.530505,2532.115403,879.4301966,27984,17097,25428,27984,30836,36349,36068,30836
6276,jump-two-leg,29829.49096,27556.02835,30102.40722,29829.49096,29791,27507,27822,29791,2425.659806,2306.168039,16167.24809,2425.659806,24721,23296,6148,24721,34272,35516,65420,34272
